numero,idProducto
9550668443305040050,269
4270877177763503525,773
0839235621451777073,133
4982992098224376243,667
1982935402420791534,916
6331286089850555858,595
0637709598997528871,188
6563538199416303711,904
4532877888516322365,681
3444988974686911525,560
3948704441910037309,893
5138096312978618431,533
4395379199116077872,284
3750752932618834589,301
4888215164656257868,183
9060288940051470207,454
5549340346312694753,466
3818948915503811682,391
4220444559938472385,305
4839114894453833787,807
6299148750215127060,572
9368861080363126295,83
8331886086920546863,271
1614525047044224627,762
0562534772888445264,397
3009581132635170647,485
5275578669732548328,262
1727017949710907370,320
4946588388314759855,643
5866323515975449176,316
9953972489702837084,642
3066509063670322418,249
1793684333730121064,522
0229445481317447643,709
7998531041355056575,781
9048769256324005157,912
2674609733378338264,636
8950085610005792397,74
9594277059011796448,652
1229361877635201438,277
0570996121640357265,7
4037376156618394531,61
8684418184906806206,331
3390510564095167328,457
9344288018601274799,367
0826636056737712363,400
6654911966348115607,348
6026457723072951358,341
5204355769359851235,657
0173106444820067492,992
9454812759049654415,93
3896270387586587627,349
2176436493943479657,737
8507414266940506010,13
8425475210384821251,754
5664274167811762738,385
2888657771115800347,356
1730662507722354962,171
4878972084521392474,957
5665556204238172750,479
4521686268360404907,554
9793811214052181368,955
4848014094620674982,903
2583323101368666017,790
8966062310534539862,89
5263959601502400120,634
6095759936893484319,26
2580942856877060936,376
2341778113286988293,435
9805366307041529439,272
9256560056598535497,293
1451207457051813541,270
0197914423900707145,409
5941413250186909362,38
5829662506229756716,856
9776201474939764107,40
6203721402720508993,512
4107564079129117438,723
7008879253079774010,375
4083890166853068635,590
0860781771329749378,407
6776049310070787209,601
4514175474231532373,46
9679740463008054968,428
8517563718364807895,192
5960418911236516507,155
9938133225046071643,943
1460947395675532022,91
0858687462828454890,869
0013029507600394483,793
4743375427038841169,304
6609806814842021640,864
8522206156568373679,931
6692632145958943028,721
6853287532139296172,663
9770445058981500600,926
7791410321788757234,245
4836391666972380856,679
5588080217338320548,803
6331236282095116363,922
9035147424503109718,651
8220082117373074940,52
4449078605093801579,354
7129311123548509125,840
9647199807942710603,993
0172020322258378742,768
6001032160152086019,678
5205050640333771685,733
4722718405119831705,55
8466382103450794319,610
6364861192243963907,2
8011352564634827644,870
6419289424614736705,837
2730130743353453142,714
1232894448658620587,568
0587948868733089575,25
9108443202921264132,455
8050268364990866056,482
6272845005942983691,687
4876936754184332933,116
0587132160054765573,732
3446974744945070226,730
9498000024133008628,746
5360812871356137044,131
8835229837768408781,545
6532788374187058527,445
8175576550410651781,296
0087069487035885983,106
2645307425295801543,338
6268288690695557957,374
7003666488128244600,358
2830844795532091669,10
5279879021484726750,899
5834967764899483275,219
3475757267405884021,429
6134447175896965728,835
0396339537328514981,426
3762946855138724594,986
8129282917885965504,119
3010163606209517938,897
0987678348649391741,543
7391337610780855181,162
0711517910774751289,439
2422449917909236259,60
6593037652768942904,63
5708241428734550237,9
9895000583689480913,736
1379436047328709165,302
5571696560269004286,65
5662764880737486220,327
9152971061707730889,767
0137976210344245640,808
0512558958467211939,209
9593356577871491594,22
4500087677351719394,566
1105071108821133009,747
2166553045289796655,982
3171930975027493223,371
7621243001287570970,562
8090369677993584521,776
2571594833832500346,842
3423829098184924705,126
4549942149584935555,745
7916217349956471323,962
2991431362983836766,921
8423420108105844186,795
4513567604781235791,246
4390723441937243845,866
0723040762804330106,452
9724214829168628148,830
1256842588812851649,818
0313656328566787325,532
5137206094409122619,640
3181040358386161473,786
7454515864770731066,823
7174165572843677120,5
4327133300189318071,833
4332053107518341870,449
6919896060788778742,558
6431992545674254691,45
5750746820012685649,540
7434950221483034598,303
9373230940530683881,886
3033039645346448843,213
6388400520462111680,500
3285048610224607865,715
6321740242672915805,263
3352910206947053092,159
2825230761533896522,752
2071779297125863449,987
7283284501733958915,838
9969726645985539060,344
4270728612345230618,150
0314690116766893966,887
4374514634855562965,875
5928356355195581534,648
0535188536212489130,53
3256117245055900255,138
0964181516372154606,418
1411393817901462722,668
3169878329038236491,20
8732925385846731714,239
0717925554367491375,929
3233819011585778344,581
3597343889866390558,655
0627103789072961318,777
5103411842212080901,323
5011728158263678674,863
8924893703999985053,802
6655615931401010456,347
2731755006058900997,399
9436834030347831607,469
8565599070856018472,965
0605610345098695316,981
2344145639434911863,134
1019533259368764908,170
3785782096319829247,827
5964183697898883970,524
0055821573840164113,954
9413493435512553464,775
6175238508455841476,424
4591186627011703752,436
6504789587119568499,59
6124634933465689920,936
3558093438869159145,908
4417223534872353479,70
9493422150579042907,185
9101106724145825445,846
7987574228760706525,205
3042086967506704778,36
6180830269846668483,29
9915715685696018568,696
8861347569812288568,906
7872535255225254696,728
5132308012179032614,612
5079055205942855106,373
1407062985028785654,17
3673104719819953089,786
9052707529034838972,482
1786365866587544563,295
8000549307557087322,790
9194218198355625884,223
2210057736419735574,397
0068902787895443627,784
4709640569196994247,297
1009626555991561179,918
5729094664815945931,16
5901013309689492102,477
7083017304490529908,527
7585155911516216176,990
2182525397647596686,689
3582274543873415390,571
9447324521085134097,598
1136531530990682418,417
5575566949253048488,146
8371234893316466539,754
3548221450753888437,118
6250946151769284970,900
6272845005942983691,796
5657435345807752683,518
4513567604781235791,396
6331236282095116363,996
8954883545871387512,238
7323004546976636286,405
6134447175896965728,642
8515563152078432467,727
9035147424503109718,112
3224836712384777904,455
6938694171849638657,281
9582850336030249065,549
4187870623539272904,584
7805223808196230141,135
8601742406908608489,344
9793811214052181368,952
8975631498707670472,132
8834055268594802336,7
8586346762221647916,95
9594277059011796448,713
5618496694124202727,545
6261873482245419657,781
5258870614856410217,920
9373230940530683881,375
6228164115748219222,20
4145892568746234974,532
6840471881534947334,613
8982607328560910549,623
6108264403246765346,147
6930982547385500162,432
5549340346312694753,282
3233819011585778344,441
7212721664802106901,320
7254401965914068099,383
0587948868733089575,462
5421982155141750156,539
9404857086522427038,388
1786365866587544563,127
8924893703999985053,655
9680379529717305344,294
3348502449374501761,732
3374430622163359363,531
8993514400148079752,811
6717447890614933530,891
0882435638147046573,416
7271794466857103588,283
2038527808948379031,128
9194218198355625884,368
3877175107635839176,316
2341778113286988293,648
7320271210398041254,307
8995367880212137451,514
1697501514150142417,720
0258669759123660594,892
9454812759049654415,408
4898820273238966437,940
6855338292279780354,232
7984916915436523315,724
5729094664815945931,578
6253643480358450928,8
0720638071420601825,734
3922563491814235183,150
9647199807942710603,153
0717925554367491375,886
6613465462953239583,104
8275065393186956239,39
5928356355195581534,218
9463292282616133702,447
7283284501733958915,609
2304860882229219878,54
7561208080184001374,581
3913802413045867232,63
3390510564095167328,964
4107564079129117438,497
1925460899124704196,519
1235645146734715620,675
5588080217338320548,515
6944727266198171607,145
8513238867815850890,450
3252500880848118652,229
1934372079497660514,869
2243801420791390423,858
7439021471836225362,14
4795282635239674740,326
1788296173042535106,560
7455093487259739248,371
0723667542912058025,651
3256117245055900255,430
3181040358386161473,652
1730662507722354962,755
1211581027760732093,120
3446046840051691868,10
9426639959067212969,425
7225238139990275550,963
8666265190040148746,745
3169878329038236491,189
0093079644506337886,986
8220455747341597896,709
9738212979246955384,284
1632444383934117430,175
1430422065257460472,481
8466434437439569317,879
8226526620133647922,739
3306864667984962349,413
4656713540369009052,40
7450542715750691412,804
3949401012616263400,359
2825230761533896522,475
4876936754184332933,12
2731755006058900997,138
0711517910774751289,625
7089736113069454163,171
1002012632641789431,255
4836391666972380856,418
7431010130111995437,846
4258781404881408354,419
9931638466641103307,981
2587644487373838594,896
9666124714114835375,691
3293648931297803447,662
2165306895222013015,256
9874906620996216434,211
3412929911735684181,68
1229361877635201438,225
3750752932618834589,452
1232894448658620587,58
4743375427038841169,572
5816798561127634303,583
0123164817216321867,457
1868483188343354465,517
3522042979783693197,619
6059732324560305375,671
0807484939612518451,797
0824649569070071162,680
8011352564634827644,129
5279879021484726750,877
9511024941340922975,769
0124375127090714071,511
8742617802310186164,989
0201724342051505467,116
1120224105798445229,994
3328344112920763826,916
5594987956417661840,643
6635650861772170557,302
8923164133361850708,512
3948704441910037309,681
9344288018601274799,985
6431992545674254691,615
7217014744097499077,759
2361892686667319728,630
4253488280864798890,130
7001908928222503053,814
6919896060788778742,246
9369958114707153426,872
7004620414715274614,304
7082477600647296761,836
0587132160054765573,362
6001032160152086019,93
4946588388314759855,756
3684684774906824393,600
7083017304490529908,34
5909985831659322385,853
5430792628882600484,661
3496720515234117914,620
5290418295294474126,250
9850931973325571258,300
3558093438869159145,21
7961635344457664140,205
1096441893473008239,789
3050558569582225715,110
5832058209550276862,440
0745196109311386684,731
6299148750215127060,767
3042086967506704778,199
4160066905769198960,348
9645112901072130183,684
0471291414101320158,193
5098462358635672575,698
4024991218452435010,315
8175576550410651781,158
5939301590454354438,466
1719603379145239651,203
7174165572843677120,423
0724380162888706354,245
1431405713085042929,61
9830441134154398508,353
0598153804309770122,936
7435604949624772990,311
0637709598997528871,155
0923776698075838791,9
7585155911516216176,603
9560555914461597976,370
2604529198293994622,71
1379436047328709165,185
3986099511777657066,194
1914523084898873101,290
5013482485704639786,696
7621243001287570970,349
3634482410406692530,400
1831357312305027114,832
6398315333729945091,595
5510323545281373572,310
6408922670003284151,460
4159741927727568537,32
8097009906466367343,939
7279455312186623044,224
9482302269965387196,195
6641883215679922269,23
0064907175786544110,341
1982935402420791534,815
0172020322258378742,105
0076407452379906615,999
9530424535516027436,516
4581692127562213303,56
6636099042715979547,903
2909338646145968299,763
0428901455967501321,69
1330437186646504987,866
3458772294827953584,235
8034179566660126244,628
5376129478528981695,191
1553908824725286196,580
0964181516372154606,275
5502358047683637447,322
4591186627011703752,292
7369840331058142929,48
4524044220703903164,965
7186733425826278392,955
0758330943756358103,626
6563538199416303711,236
4595022763655547235,535
1069727291177908985,694
8565599070856018472,725
2075624931608520915,585
9665897726864940553,819
2954429131388782284,216
2698909330473628313,949
3540097857039366005,608
1659088624744461880,198
7129311123548509125,917
4878972084521392474,324
3171930975027493223,473
0700917807262256887,710
8074638562749109412,168
5834967764899483275,555
7325303504956942192,566
5816229976170747035,59
9036129006851691759,649
6463383184689418174,64
1024121393825509993,30
7937661824774040128,575
8929402090055344956,387
1116324001594701000,914
9258041930853837387,342
8808112851750380639,337
3880953979339651124,529
0173106444820067492,753
2176436493943479657,286
9261074473985197690,55
9938133225046071643,840
5474139176760075514,690
0715160002836429510,272
5536825658323129768,641
6668582252232973104,166
3909423152040082646,894
4622283013711823052,381
9551526783945993656,830
7242647274378224561,587
6162880402546598722,329
8050268364990866056,536
3311382864176040719,70
8425475210384821251,660
0345640071171914612,979
8313471790636377701,946
9256560056598535497,386
3805720656887456902,847
8919574703884099696,263
4840780786370217590,461
4904180597037200887,243
9012674443095347631,52
8517563718364807895,239
6464131608039423883,67
1741106092662635388,65
0535188536212489130,574
6545193246434444398,280
0301998145185301402,867
9368861080363126295,618
1523311634578241539,683
8440336225005283056,49
0826636056737712363,101
0824729358379057208,202
3694689289518681625,347
2210057736419735574,62
1280498057430527303,873
3754950603302565743,653
0013029507600394483,75
4270877177763503525,673
1157342379167699795,654
6330991853501679182,231
4854738988558307893,108
5878718065841094962,728
2078256160690438599,122
2221095245380638132,666
6269492751439691887,345
5863347615907996286,421
4500087677351719394,279
2674609733378338264,540
2807523907355308879,414
0936296114575960268,700
6203909436632212123,72
0214331650884192953,217
4193791047506521325,861
3683441706378876141,522
0055821573840164113,842
7701704300224422488,409
1807296763048033832,403
6410811864095102081,983
4722718405119831705,451
6853287532139296172,943
8308362788118818572,114
4188545613041274707,492
0916355681286059921,177
5515364379201524067,663
5575337452945160388,443
6760970501025482091,119
9413493435512553464,448
8585038188994833824,207
5480321991676035438,688
8679406262092772994,969
1019533259368764908,274
5754452314834469802,726
4909639843033752771,633
5021396472338343437,838
2413160943048868619,857
9004421443328416637,209
9953972489702837084,15
2944548554293933032,717
4514175474231532373,22
0295604033113176386,791
9262116288181504241,719
7839129320692894851,136
9726508250865590065,453
3009581132635170647,934
9357214102084704900,841
4449078605093801579,356
7872535255225254696,899
3605426548610033462,493
7391337610780855181,674
5889562473497911277,97
4344997363915146513,31
3727003099580341230,486
2534583861325044507,363
5866323515975449176,480
6122181174409773942,901
1525883843753551309,258
4298142947657961616,887
7987991166400764630,833
5522796497089946526,721
9679740463008054968,73
5205050640333771685,513
6373258609574560134,503
0938613232539290756,854
4955123416412748129,926
0139519082278218346,820
9776201474939764107,741
1709502969897880140,844
6593037652768942904,607
6612811638949118438,47
5011728158263678674,937
5263959601502400120,157
7920736946372642688,379
5527375664570893962,254
2422449917909236259,156
6011978716190069845,270
7003666488128244600,169
5138096312978618431,868
0947686248599899693,752
6502212471686926168,707
0662365690958618952,855
8731817571525225761,438
8097866011016832620,566
6592999428544035887,998
0759202799419357111,204
7616236022324989278,773
9906386334934249456,45
6921316556611543702,661
9978900664200801516,745
4709640569196994247,841
7528072261254713820,81
7734198747929660926,812
3713749353525224701,966
8731817571525225761,455
7450542715750691412,766
1096441893473008239,174
8590957476953764513,394
9238273315576061643,392
5866323515975449176,120
5377524155136150457,840
1727017949710907370,875
3548221450753888437,185
8034179566660126244,731
5928356355195581534,546
5522796497089946526,968
6272845005942983691,51
2608686562797363459,796
5003965872590514062,791
8507414266940506010,530
6914844779429721446,937
8220455747341597896,447
2341778113286988293,88
6373258609574560134,971
8308362788118818572,641
9357214102084704900,295
8835229837768408781,312
4595022763655547235,603
7667534264207691682,585
9437954349575673199,844
5588080217338320548,244
8331886086920546863,852
2272086877227657392,194
6450672897163885803,774
6331236282095116363,592
7259843493587361141,640
3458772294827953584,529
2106266247975929208,593
6319992277179183928,746
4256239250586198904,420
0064907175786544110,951
0244301467850441212,315
1831357312305027114,350
4854738988558307893,806
8983739903949329437,339
0055821573840164113,446
4644018618266641854,666
6269492751439691887,336
8425475210384821251,959
0916355681286059921,984
6840471881534947334,2
8510740516906201602,220
8513238867815850890,866
2941229944953372762,123
3713749353525224701,982
2210057736419735574,721
9978900664200801516,490
9906386334934249456,681
9782387978353487866,926
1553908824725286196,34
8732925385846731714,122
6398315333729945091,253
0303398838167878940,418
7701704300224422488,412
6119929145565487486,200
2243801420791390423,280
6545193246434444398,409
8616447777829746096,764
3160998850161808279,432
7439021471836225362,871
4395379199116077872,433
6635650861772170557,162
0587948868733089575,361
9152971061707730889,611
0598153804309770122,320
3510762635530097455,387
7725940055537264679,137
5145462827361610652,385
8947117012148142536,688
6299148750215127060,890
6321740242672915805,187
3586182392560849075,334
5364488955870178248,847
2335992419998924601,891
8868975093687172657,874
0938613232539290756,158
3423829098184924705,434
6192909008496897607,101
6668665511402818878,765
1959743294328279786,769
8515563152078432467,246
9759764131109032333,386
1296405582772135840,489
5205050640333771685,780
9262116288181504241,519
4379578330114195767,854
9126691089159953522,526
3334094645040030550,934
0872213842353418462,517
9782751165312067069,912
5829662506229756716,188
4188545613041274707,407
8684418184906806206,318
2696092818639778059,914
9101106724145825445,877
1519482848003377412,672
6930982547385500162,214
7004620414715274614,785
1157342379167699795,523
1280498057430527303,150
9971012796552234323,893
6001032160152086019,762
1990224033675324621,380
8466382103450794319,701
9805366307041529439,232
7781827257028748789,908
5516677499477039480,617
8950085610005792397,27
3913802413045867232,480
2393023341829693456,486
3033039645346448843,245
7174165572843677120,262
9849639845080385929,395
9969726645985539060,266
7068463327668320427,659
0802161444843310822,575
3848316813142319981,166
8565599070856018472,213
3940939703265183238,62
6844149174590843877,444
1104036281683123632,973
5973733996816512169,448
6134386212236948535,22
7103753971867804256,940
2379680716646268960,574
0535188536212489130,202
9256560056598535497,136
9970971436483192291,636
5964183697898883970,906
6118490833410326967,930
1964950042056622704,478
7083017304490529908,86
3010163606209517938,836
7323400360108811576,967
8923164133361850708,475
9739484949360524377,501
4088318383511580754,543
8011352564634827644,471
4264007330822476865,103
8679406262092772994,242
3434612612780417394,749
0627103789072961318,474
8206479088679840469,303
8929402090055344956,555
4001860911606358277,431
3909423152040082646,624
7715436168787735599,249
3633438555279218785,181
3019396389402530472,948
9679740463008054968,485
0700917807262256887,443
0314690116766893966,960
6745876862506034871,183
1198391170675403074,74
3446046840051691868,429
0587132160054765573,372
1687128115287498509,955
0259239061863411016,317
3328344112920763826,567
7861941099153781808,450
4023243520684553285,986
7839129320692894851,590
0115544070664436863,656
0564165209252470942,494
0724380162888706354,814
1868483188343354465,439
9012674443095347631,623
3293648931297803447,712
0729967036562072646,830
6921316556611543702,430
0715160002836429510,326
8993514400148079752,944
6909138275108354576,37
4306132942103968785,321
7225238139990275550,605
9645112901072130183,260
2918688597392218793,348
2991431362983836766,628
8129282917885965504,483
2798671110001190972,424
9830441134154398508,626
7369840331058142929,82
9493422150579042907,296
1229361877635201438,644
0013029507600394483,962
1136531530990682418,39
2245657739979456280,705
1211581027760732093,298
6122181174409773942,662
